# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  450       2.487580866645e-10       2.517064807874e-12      -9.118271165897e-12       7.188722912106e-15       1.128653091322e-13       7.592410275360e-15       1.491867017904e-15 
  451       2.499248247249e-10       2.494425521304e-12      -9.231840116867e-12       7.212893418642e-15       1.120031873844e-13       7.411430942304e-15       1.477804901536e-15 
  452       2.511122118614e-10       2.471538079225e-12      -9.341025236238e-12       7.237201385921e-15       1.111494731985e-13       7.233596689064e-15       1.463701353081e-15 
  453       2.523192641861e-10       2.448414657767e-12      -9.445790124633e-12       7.261645808510e-15       1.103040538492e-13       7.058904769116e-15       1.449558243914e-15 
  454       2.535449772997e-10       2.425067660919e-12      -9.546098602352e-12       7.286225643417e-15       1.094668119198e-13       6.887351624400e-15       1.435377466815e-15 
  455       2.547883261729e-10       2.401509721773e-12      -9.641914712237e-12       7.310939809844e-15       1.086376252706e-13       6.718932879247e-15       1.421160936046e-15 
  456       2.560482650278e-10       2.377753703770e-12      -9.733202722536e-12       7.335787188937e-15       1.078163670066e-13       6.553643334303e-15       1.406910587430e-15 
  457       2.573237272187e-10       2.353812701947e-12      -9.819927129763e-12       7.360766623533e-15       1.070029054452e-13       6.391476960455e-15       1.392628378427e-15 
  458       2.586136251143e-10       2.329700044183e-12      -9.902052661560e-12       7.385876917910e-15       1.061971040846e-13       6.232426892756e-15       1.378316288209e-15 
  459       2.599168499785e-10       2.305429292443e-12      -9.979544279562e-12       7.411116837539e-15       1.053988215713e-13       6.076485424356e-15       1.363976317739e-15 
  460       2.612322718518e-10       2.281014244028e-12      -1.005236718226e-11       7.436485108829e-15       1.046079116681e-13       5.923644000418e-15       1.349610489847e-15 
  461       2.625587394330e-10       2.256468932816e-12      -1.012048680786e-11       7.461980418882e-15       1.038242232221e-13       5.773893212054e-15       1.335220849305e-15 
  462       2.638950799600e-10       2.231807630511e-12      -1.018386883715e-11       7.487601415236e-15       1.030476001327e-13       5.627222790243e-15       1.320809462908e-15 
  463       2.652400990916e-10       2.207044847890e-12      -1.024247919636e-11       7.513346705620e-15       1.022778813192e-13       5.483621599762e-15       1.306378419546e-15 
  464       2.665925807887e-10       2.182195336045e-12      -1.029628406001e-11       7.539214857701e-15       1.015149006889e-13       5.343077633108e-15       1.291929830285e-15 
  465       2.679512871957e-10       2.157274087633e-12      -1.034524985382e-11       7.565204398832e-15       1.007584871051e-13       5.205578004426e-15       1.277465828439e-15 
  466       2.693150828781e-10       2.132295491349e-12      -1.038935216641e-11       7.591313666890e-15       1.000084930379e-13       5.071107524774e-15       1.262988385985e-15 
  467       2.706833120424e-10       2.107270763776e-12      -1.042860278483e-11       7.617540358160e-15       9.926488156625e-14       4.939644391361e-15       1.248498756330e-15 
  468       2.720554328517e-10       2.082210439864e-12      -1.046302350820e-11       7.643881964851e-15       9.852764202724e-14       4.811164351855e-15       1.233998014308e-15 
  469       2.734308940832e-10       2.057125213238e-12      -1.049263732276e-11       7.670335922405e-15       9.779676156207e-14       4.685642104056e-15       1.219487238251e-15 
  470       2.748091350780e-10       2.032025936972e-12      -1.051746840970e-11       7.696899609160e-15       9.707222509983e-14       4.563051289029e-15       1.204967509964e-15 
  471       2.761895856912e-10       2.006923624370e-12      -1.053754215290e-11       7.723570346020e-15       9.635401534123e-14       4.443364484258e-15       1.190439914699e-15 
  472       2.775716662421e-10       1.981829449749e-12      -1.055288514672e-11       7.750345396126e-15       9.564211274232e-14       4.326553196781e-15       1.175905541134e-15 
  473       2.789547874633e-10       1.956754749211e-12      -1.056352520376e-11       7.777221964515e-15       9.493649549823e-14       4.212587856339e-15       1.161365481345e-15 
  474       2.803383504516e-10       1.931711021428e-12      -1.056949136266e-11       7.804197197795e-15       9.423713952685e-14       4.101437808517e-15       1.146820830784e-15 
  475       2.817217466171e-10       1.906709928419e-12      -1.057081389585e-11       7.831268183809e-15       9.354401845261e-14       3.993071307887e-15       1.132272688252e-15 
  476       2.831043576337e-10       1.881763296328e-12      -1.056752431734e-11       7.858431951301e-15       9.285710359017e-14       3.887455511154e-15       1.117722155877e-15 
  477       2.844855553889e-10       1.856883116205e-12      -1.055965539050e-11       7.885685469586e-15       9.217636392818e-14       3.784556470298e-15       1.103170339088e-15 
  478       2.858647019333e-10       1.832081544783e-12      -1.054724113580e-11       7.913025648216e-15       9.150176611296e-14       3.684339125716e-15       1.088618346591e-15 
  479       2.872411494313e-10       1.807370905260e-12      -1.053031683864e-11       7.940449336648e-15       9.083327443228e-14       3.586767299367e-15       1.074067290345e-15 
  480       2.886142401102e-10       1.782763688073e-12      -1.050891905707e-11       7.967953323911e-15       9.017085079905e-14       3.491803687917e-15       1.059518285536e-15 
  481       2.899833062108e-10       1.758272551685e-12      -1.048308562961e-11       7.995534338272e-15       8.951445473504e-14       3.399409855880e-15       1.044972450553e-15 
  482       2.913476699369e-10       1.733910323355e-12      -1.045285568300e-11       8.023189046905e-15       8.886404335465e-14       3.309546228761e-15       1.030430906965e-15 
  483       2.927066434054e-10       1.709689999925e-12      -1.041826963997e-11       8.050914055558e-15       8.821957134858e-14       3.222172086203e-15       1.015894779494e-15 
  484       2.940595285963e-10       1.685624748592e-12      -1.037936922704e-11       8.078705908220e-15       8.758099096761e-14       3.137245555128e-15       1.001365195994e-15 
  485       2.954056173023e-10       1.661727907693e-12      -1.033619748228e-11       8.106561086789e-15       8.694825200628e-14       3.054723602878e-15       9.868432874209e-16 
  486       2.967441910792e-10       1.638012987482e-12      -1.028879876307e-11       8.134476010738e-15       8.632130178666e-14       2.974562030366e-15       9.723301878144e-16 
  487       2.980745211954e-10       1.614493670907e-12      -1.023721875392e-11       8.162447036782e-15       8.570008514204e-14       2.896715465210e-15       9.578270342691e-16 
  488       2.993958685821e-10       1.591183814392e-12      -1.018150447418e-11       8.190470458549e-15       8.508454440066e-14       2.821137354885e-15       9.433349669116e-16 
  489       3.007074837830e-10       1.568097448615e-12      -1.012170428587e-11       8.218542506242e-15       8.447461936948e-14       2.747779959861e-15       9.288551288756e-16 
  490       3.020086069045e-10       1.545248779285e-12      -1.005786790144e-11       8.246659346311e-15       8.387024731783e-14       2.676594346747e-15       9.143886662778e-16 
  491       3.032984675653e-10       1.522652187927e-12      -9.990046391542e-12       8.274817081116e-15       8.327136296122e-14       2.607530381438e-15       8.999367281929e-16 
  492       3.045762848468e-10       1.500322232653e-12      -9.918292192787e-12       8.303011748600e-15       8.267789844500e-14       2.540536722255e-15       8.855004666293e-16 
  493       3.058412672424e-10       1.478273648947e-12      -9.842659115549e-12       8.331239321951e-15       8.208978332812e-14       2.475560813090e-15       8.710810365047e-16 
  494       3.070926126079e-10       1.456521350442e-12      -9.763202351728e-12       8.359495709269e-15       8.150694456685e-14       2.412548876548e-15       8.566795956213e-16 
  495       3.083295081113e-10       1.435080429700e-12      -9.679978482522e-12       8.387776753240e-15       8.092930649850e-14       2.351445907094e-15       8.422973046417e-16 
  496       3.095511301828e-10       1.413966158989e-12      -9.593045486206e-12       8.416078230795e-15       8.035679082516e-14       2.292195664191e-15       8.279353270640e-16 
  497       3.107566444643e-10       1.393193991064e-12      -9.502462745906e-12       8.444395852783e-15       7.978931659742e-14       2.234740665449e-15       8.135948291973e-16 
  498       3.119452057600e-10       1.372779559947e-12      -9.408291057375e-12       8.472725263637e-15       7.922680019806e-14       2.179022179765e-15       7.992769801377e-16 
  499       3.131159579858e-10       1.352738681702e-12      -9.310592636764e-12       8.501062041040e-15       7.866915532587e-14       2.124980220467e-15       7.849829517429e-16 
  500       3.142680341196e-10       1.333087355218e-12      -9.209431128405e-12       8.529401695592e-15       7.811629297926e-14       2.072553538460e-15       7.707139186087e-16 
  501       3.154005561507e-10       1.313841762987e-12      -9.104871612575e-12       8.557739670481e-15       7.756812144008e-14       2.021679615365e-15       7.564710580436e-16 
  502       3.165126350303e-10       1.295018271882e-12      -8.996980613283e-12       8.586071341145e-15       7.702454625729e-14       1.972294656667e-15       7.422555500449e-16 
  503       3.176033706212e-10       1.276633433937e-12      -8.885826106034e-12       8.614392014944e-15       7.648547023071e-14       1.924333584855e-15       7.280685772738e-16 
  504       3.186718516477e-10       1.258703987128e-12      -8.771477525614e-12       8.642696930825e-15       7.595079339475e-14       1.877730032568e-15       7.139113250311e-16 
  505       3.197172782643e-10       1.241245084012e-12      -8.654004863766e-12       8.670981546620e-15       7.542042916159e-14       1.832427203228e-15       6.997849737803e-16 
  506       3.207393337480e-10       1.224264919965e-12      -8.533475917864e-12       8.699242410728e-15       7.489435329523e-14       1.788410810984e-15       6.856906765291e-16 
  507       3.217378234154e-10       1.207769951727e-12      -8.409958978305e-12       8.727476314886e-15       7.437255631629e-14       1.745677076222e-15       6.716295807483e-16 
  508       3.227125529798e-10       1.191766655490e-12      -8.283523738762e-12       8.755680008622e-15       7.385502746143e-14       1.704221942146e-15       6.576028357366e-16 
  509       3.236633285588e-10       1.176261526842e-12      -8.154241303528e-12       8.783850199046e-15       7.334175467471e-14       1.664041073024e-15       6.436115925930e-16 
  510       3.245899566818e-10       1.161261080715e-12      -8.022184194866e-12       8.811983550661e-15       7.283272459885e-14       1.625129852437e-15       6.296570041888e-16 
  511       3.254922442971e-10       1.146771851334e-12      -7.887426360356e-12       8.840076685161e-15       7.232792256658e-14       1.587483381523e-15       6.157402251395e-16 
  512       3.263699987801e-10       1.132800392160e-12      -7.750043180243e-12       8.868126181235e-15       7.182733259198e-14       1.551096477226e-15       6.018624117766e-16 
  513       3.272230279403e-10       1.119353275841e-12      -7.610111474785e-12       8.896128574369e-15       7.133093736173e-14       1.515963670544e-15       5.880247221200e-16 
  514       3.280511400289e-10       1.106437094156e-12      -7.467709511599e-12       8.924080356648e-15       7.083871822649e-14       1.482079204771e-15       5.742283158497e-16 
  515       3.288541437464e-10       1.094058457962e-12      -7.322917013010e-12       8.951977976558e-15       7.035065519215e-14       1.449437033752e-15       5.604743542776e-16 
  516       3.296318482503e-10       1.082223997141e-12      -7.175815163398e-12       8.979817838791e-15       6.986672691122e-14       1.418030820121e-15       5.467640003202e-16 
  517       3.303840631620e-10       1.070940360550e-12      -7.026486616547e-12       9.007596304043e-15       6.938691067408e-14       1.387853933556e-15       5.330984184697e-16 
  518       3.311105985750e-10       1.060214215962e-12      -6.875015502991e-12       9.035309688822e-15       6.891118240033e-14       1.358899449020e-15       5.194787747667e-16 
  519       3.318112650619e-10       1.050052250017e-12      -6.721487437360e-12       9.062954265244e-15       6.843951663010e-14       1.331160145012e-15       5.059062367717e-16 
  520       3.324858736823e-10       1.040461168170e-12      -6.565989525734e-12       9.090526260841e-15       6.797188651534e-14       1.304628501811e-15       4.923819735373e-16 
  521       3.331342359900e-10       1.031447694634e-12      -6.408610372984e-12       9.118021858361e-15       6.750826381117e-14       1.279296699726e-15       4.789071555804e-16 
  522       3.337561640405e-10       1.023018572327e-12      -6.249440090122e-12       9.145437195568e-15       6.704861886720e-14       1.255156617340e-15       4.654829548537e-16 
  523       3.343514703991e-10       1.015180562824e-12      -6.088570301648e-12       9.172768365050e-15       6.659292061880e-14       1.232199829759e-15       4.521105447180e-16 
  524       3.349199681473e-10       1.007940446298e-12      -5.926094152902e-12       9.200011414016e-15       6.614113657844e-14       1.210417606859e-15       4.387910999142e-16 
  525       3.354614708916e-10       1.001305021469e-12      -5.762106317402e-12       9.227162344101e-15       6.569323282701e-14       1.189800911531e-15       4.255257965352e-16 
  526       3.359757927699e-10       9.952811055517e-13      -5.596703004204e-12       9.254217111170e-15       6.524917400516e-14       1.170340397929e-15       4.123158119979e-16 
  527       3.364627484597e-10       9.898755342023e-13      -5.429981965239e-12       9.281171625115e-15       6.480892330454e-14       1.152026409720e-15       3.991623250151e-16 
  528       3.369221531854e-10       9.850951614638e-13      -5.262042502666e-12       9.308021749663e-15       6.437244245919e-14       1.134848978326e-15       3.860665155679e-16 
  529       3.373538227256e-10       9.809468597139e-13      -5.092985476218e-12       9.334763302177e-15       6.393969173682e-14       1.118797821173e-15       3.730295648769e-16 
  530       3.377575734209e-10       9.774375196120e-13      -4.922913310552e-12       9.361392053454e-15       6.351062993012e-14       1.103862339940e-15       3.600526553751e-16 
  531       3.381332221816e-10       9.745740500456e-13      -4.751930002594e-12       9.387903727534e-15       6.308521434812e-14       1.090031618803e-15       3.471369706791e-16 
  532       3.384805864944e-10       9.723633780774e-13      -4.580141128885e-12       9.414294001500e-15       6.266340080742e-14       1.077294422685e-15       3.342836955617e-16 
  533       3.387994844308e-10       9.708124488921e-13      -4.407653852934e-12       9.440558505276e-15       6.224514362360e-14       1.065639195498e-15       3.214940159233e-16 
  534       3.390897346541e-10       9.699282257433e-13      -4.234576932561e-12       9.466692821437e-15       6.183039560247e-14       1.055054058396e-15       3.087691187646e-16 
  535       3.393511564271e-10       9.697176899001e-13      -4.061020727247e-12       9.492692485004e-15       6.141910803141e-14       1.045526808019e-15       2.961101921579e-16 
  536       3.395835696196e-10       9.701878405944e-13      -3.887097205482e-12       9.518552983253e-15       6.101123067069e-14       1.037044914739e-15       2.835184252195e-16 
  537       3.397867947158e-10       9.713456949674e-13      -3.712919952109e-12       9.544269755513e-15       6.060671174477e-14       1.029595520908e-15       2.709950080815e-16 
  538       3.399606528218e-10       9.731982880164e-13      -3.538604175677e-12       9.569838192969e-15       6.020549793361e-14       1.023165439108e-15       2.585411318640e-16 
  539       3.401049656734e-10       9.757526725422e-13      -3.364266715782e-12       9.595253638466e-15       5.980753436403e-14       1.017741150391e-15       2.461579886467e-16 
  540       3.402195556431e-10       9.790159190951e-13      -3.190026050423e-12       9.620511386310e-15       5.941276460094e-14       1.013308802533e-15       2.338467714414e-16 
  541       3.403042457482e-10       9.829951159227e-13      -3.016002303342e-12       9.645606682071e-15       5.902113063876e-14       1.009854208278e-15       2.216086741634e-16 
  542       3.403588596579e-10       9.876973689159e-13      -2.842317251376e-12       9.670534722385e-15       5.863257289265e-14       1.007362843584e-15       2.094448916042e-16 
  543       3.403832217009e-10       9.931298015562e-13      -2.669094331803e-12       9.695290654756e-15       5.824703018986e-14       1.005819845872e-15       1.973566194028e-16 
  544       3.403772235297e-10       9.992979082344e-13      -2.496448529479e-12       9.719870131277e-15       5.786444930216e-14       1.005210877667e-15       1.853448882684e-16 
  545       3.403410260600e-10       1.006200565882e-12      -2.324455725909e-12       9.744270986468e-15       5.748481384106e-14       1.005524746483e-15       1.734100618288e-16 
  546       3.402748629495e-10       1.013834888749e-12      -2.153182544478e-12       9.768491603945e-15       5.710811611865e-14       1.006750851588e-15       1.615523252896e-16 
  547       3.401789744650e-10       1.022197862243e-12      -1.982696399714e-12       9.792530366591e-15       5.673434767164e-14       1.008878323544e-15       1.497718498731e-16 
  548       3.400536075167e-10       1.031286342201e-12      -1.813065500529e-12       9.816385656582e-15       5.636349925654e-14       1.011896022815e-15       1.380687927236e-16 
  549       3.398990156923e-10       1.041097054180e-12      -1.644358853479e-12       9.840055855414e-15       5.599556084482e-14       1.015792538352e-15       1.264432968117e-16 
  550       3.397154592920e-10       1.051626592728e-12      -1.476646266012e-12       9.863539343930e-15       5.563052161810e-14       1.020556186203e-15       1.148954908399e-16 
  551       3.395032053627e-10       1.062871420672e-12      -1.309998349716e-12       9.886834502347e-15       5.526836996331e-14       1.026175008099e-15       1.034254891470e-16 
  552       3.392625277327e-10       1.074827868393e-12      -1.144486523579e-12       9.909939710281e-15       5.490909346789e-14       1.032636770058e-15       9.203339161313e-17 
  553       3.389937070458e-10       1.087492133110e-12      -9.801830172318e-13       9.932853346774e-15       5.455267891497e-14       1.039928960981e-15       8.071928356477e-17 
  554       3.386970307962e-10       1.100860278158e-12      -8.171608742049e-13       9.955573790324e-15       5.419911227850e-14       1.048038791247e-15       6.948323567948e-17 
  555       3.383727933629e-10       1.114928232268e-12      -6.554939551779e-13       9.978099418904e-15       5.384837871849e-14       1.056953191314e-15       5.832530389092e-17 
  556       3.380212960441e-10       1.129691788850e-12      -4.952569412313e-13       1.000042861000e-14       5.350046257615e-14       1.066658810312e-15       4.724552929368e-17 
  557       3.376428470914e-10       1.145146605273e-12      -3.365253370982e-13       1.002255974062e-14       5.315534736905e-14       1.077142014643e-15       3.624393804824e-17 
  558       3.372377617451e-10       1.161288202142e-12      -1.793754744157e-13       1.004449118734e-14       5.281301578636e-14       1.088388886579e-15       2.532054128582e-17 
  559       3.368063622678e-10       1.178111962582e-12      -2.388451497601e-14       1.006622132632e-14       5.247344968396e-14       1.100385222856e-15       1.447533501329e-17 
  560       3.363489779793e-10       1.195613131518e-12       1.298695460214e-13       1.008774853334e-14       5.213663007964e-14       1.113116533275e-15       3.708300018102e-18 
  561       3.358659452914e-10       1.213786814952e-12       2.818078767187e-13       1.010907118381e-14       5.180253714830e-14       1.126568039296e-15      -6.980598226854e-18 
  562       3.353576077416e-10       1.232627979248e-12       4.318508053482e-13       1.013018765279e-14       5.147115021710e-14       1.140724672637e-15      -1.759140965831e-17 
  563       3.348243160284e-10       1.252131450410e-12       5.799178169809e-13       1.015109631508e-14       5.114244776063e-14       1.155571073871e-15      -2.812419971776e-17 
  564       3.342664280451e-10       1.272291913362e-12       7.259275502750e-13       1.017179554514e-14       5.081640739613e-14       1.171091591024e-15      -3.857904944651e-17 
  565       3.336843089150e-10       1.293103911228e-12       8.697977942240e-13       1.019228371722e-14       5.049300587861e-14       1.187270278170e-15      -4.895605558084e-17 
  566       3.330783310251e-10       1.314561844617e-12       1.011445484906e-12       1.021255920532e-14       5.017221909607e-14       1.204090894031e-15      -5.925533064702e-17 
  567       3.324488740613e-10       1.336659970897e-12       1.150786702231e-12       1.023262038325e-14       4.985402206465e-14       1.221536900572e-15      -6.947700305652e-17 
  568       3.317963250425e-10       1.359392403477e-12       1.287736666691e-12       1.025246562464e-14       4.953838892383e-14       1.239591461600e-15      -7.962121720100e-17 
  569       3.311210783550e-10       1.382753111092e-12       1.422209736108e-12       1.027209330297e-14       4.922529293159e-14       1.258237441360e-15      -8.968813354748e-17 
  570       3.304235357873e-10       1.406735917078e-12       1.554119402381e-12       1.029150179160e-14       4.891470645960e-14       1.277457403132e-15      -9.967792873342e-17 
  571       3.297041065646e-10       1.431334498653e-12       1.683378288237e-12       1.031068946379e-14       4.860660098837e-14       1.297233607830e-15      -1.095907956618e-16 
  572       3.289632073828e-10       1.456542386203e-12       1.809898143976e-12       1.032965469275e-14       4.830094710246e-14       1.317548012599e-15      -1.194269435963e-16 
  573       3.282012624436e-10       1.482352962552e-12       1.933589844226e-12       1.034839585163e-14       4.799771448563e-14       1.338382269410e-15      -1.291865982562e-16 
  574       3.274187034886e-10       1.508759462255e-12       2.054363384682e-12       1.036691131357e-14       4.769687191605e-14       1.359717723658e-15      -1.388700019117e-16 
  575       3.266159698338e-10       1.535754970866e-12       2.172127878863e-12       1.038519945172e-14       4.739838726144e-14       1.381535412763e-15      -1.484774134791e-16 
  576       3.257935084044e-10       1.563332424228e-12       2.286791554858e-12       1.040325863928e-14       4.710222747426e-14       1.403816064761e-15      -1.580091086154e-16 
  577       3.249517737689e-10       1.591484607749e-12       2.398261752071e-12       1.042108724949e-14       4.680835858690e-14       1.426540096907e-15      -1.674653798140e-16 
  578       3.240912281739e-10       1.620204155682e-12       2.506444917975e-12       1.043868365569e-14       4.651674570683e-14       1.449687614269e-15      -1.768465364994e-16 
  579       3.232123415783e-10       1.649483550407e-12       2.611246604856e-12       1.045604623137e-14       4.622735301182e-14       1.473238408324e-15      -1.861529051226e-16 
  580       3.223155916881e-10       1.679315121711e-12       2.712571466564e-12       1.047317335011e-14       4.594014374506e-14       1.497171955561e-15      -1.953848292558e-16 
  581       3.214014639907e-10       1.709691046067e-12       2.810323255261e-12       1.049006338570e-14       4.565508021039e-14       1.521467416072e-15      -2.045426696879e-16 
  582       3.204704517892e-10       1.740603345916e-12       2.904404818169e-12       1.050671471212e-14       4.537212376744e-14       1.546103632151e-15      -2.136268045194e-16 
  583       3.195230462947e-10       1.772043446871e-12       2.994731352754e-12       1.052312616338e-14       4.509124063952e-14       1.571062143509e-15      -2.226374143832e-16 
  584       3.185597065592e-10       1.804000838625e-12       3.081270542650e-12       1.053929842569e-14       4.481241950640e-14       1.596336318497e-15      -2.315738320194e-16 
  585       3.175808888593e-10       1.836464379170e-12       3.164003417970e-12       1.055523268010e-14       4.453565434151e-14       1.621922448222e-15      -2.404351766397e-16 
  586       3.165870566022e-10       1.869422732969e-12       3.242911189028e-12       1.057093014608e-14       4.426093863622e-14       1.647816750238e-15      -2.492205673507e-16 
  587       3.155786803561e-10       1.902864370085e-12       3.317975247759e-12       1.058639208167e-14       4.398826539710e-14       1.674015368207e-15      -2.579291231731e-16 
  588       3.145562378817e-10       1.936777565303e-12       3.389177169142e-12       1.060161978367e-14       4.371762714310e-14       1.700514371556e-15      -2.665599630611e-16 
  589       3.135202141632e-10       1.971150397255e-12       3.456498712621e-12       1.061661458784e-14       4.344901590282e-14       1.727309755141e-15      -2.751122059219e-16 
  590       3.124711014387e-10       2.005970747545e-12       3.519921823523e-12       1.063137786908e-14       4.318242321169e-14       1.754397438907e-15      -2.835849706349e-16 
  591       3.114093992318e-10       2.041226299871e-12       3.579428634487e-12       1.064591104162e-14       4.291784010926e-14       1.781773267548e-15      -2.919773760712e-16 
  592       3.103356143824e-10       2.076904539156e-12       3.635001466878e-12       1.066021555923e-14       4.265525713636e-14       1.809433010165e-15      -3.002885411128e-16 
  593       3.092502610775e-10       2.112992750664e-12       3.686622832211e-12       1.067429291537e-14       4.239466433236e-14       1.837372359931e-15      -3.085175846722e-16 
  594       3.081538608824e-10       2.149478019133e-12       3.734275433576e-12       1.068814464340e-14       4.213605123237e-14       1.865586933748e-15      -3.166636257116e-16 
  595       3.070469427716e-10       2.186347227893e-12       3.777942167054e-12       1.070177231678e-14       4.187940686452e-14       1.894072271910e-15      -3.247257832624e-16 
  596       3.059300431599e-10       2.223587057994e-12       3.817606123141e-12       1.071517754923e-14       4.162471974713e-14       1.922823837761e-15      -3.327031764443e-16 
  597       3.048037059330e-10       2.261183987329e-12       3.853250588170e-12       1.072836199495e-14       4.137197788593e-14       1.951837017355e-15      -3.405949244849e-16 
  598       3.036684824790e-10       2.299124289761e-12       3.884859045733e-12       1.074132734878e-14       4.112116877136e-14       1.981107119123e-15      -3.484001467391e-16 
  599       3.025249317191e-10       2.337394034243e-12       3.912415178099e-12       1.075407534641e-14       4.087227937570e-14       2.010629373523e-15      -3.561179627083e-16 
  600       3.013736201386e-10       2.375979083948e-12       3.935902867640e-12       1.076660776456e-14       4.062529615037e-14       2.040398932709e-15      -3.637474920598e-16 
  601       3.002151218180e-10       2.414865095390e-12       3.955306198247e-12       1.077892642116e-14       4.038020502312e-14       2.070410870188e-15      -3.712878546464e-16 
  602       2.990500184637e-10       2.454037517550e-12       3.970609456760e-12       1.079103317556e-14       4.013699139524e-14       2.100660180481e-15      -3.787381705253e-16 
  603       2.978788994393e-10       2.493481590999e-12       3.981797134379e-12       1.080292992870e-14       3.989564013883e-14       2.131141778783e-15      -3.860975599781e-16 
  604       2.967023617966e-10       2.533182347024e-12       3.988853928093e-12       1.081461862331e-14       3.965613559401e-14       2.161850500624e-15      -3.933651435294e-16 
  605       2.955210103062e-10       2.573124606754e-12       3.991764742100e-12       1.082610124408e-14       3.941846156612e-14       2.192781101530e-15      -4.005400419668e-16 
  606       2.943354574890e-10       2.613292980280e-12       3.990514689227e-12       1.083737981788e-14       3.918260132297e-14       2.223928256682e-15      -4.076213763602e-16 
  607       2.931463236466e-10       2.653671865786e-12       3.985089092350e-12       1.084845641392e-14       3.894853759206e-14       2.255286560576e-15      -4.146082680807e-16 
  608       2.919542368929e-10       2.694245448665e-12       3.975473485822e-12       1.085933314396e-14       3.871625255779e-14       2.286850526689e-15      -4.214998388205e-16 
  609       2.907598331846e-10       2.734997700654e-12       3.961653616885e-12       1.087001216246e-14       3.848572785874e-14       2.318614587129e-15      -4.282952106119e-16 
  610       2.895637563525e-10       2.775912378950e-12       3.943615447101e-12       1.088049566684e-14       3.825694458481e-14       2.350573092308e-15      -4.349935058469e-16 
  611       2.883666581323e-10       2.816973025337e-12       3.921345153766e-12       1.089078589760e-14       3.802988327452e-14       2.382720310592e-15      -4.415938472964e-16 
  612       2.871691981955e-10       2.858162965314e-12       3.894829131336e-12       1.090088513853e-14       3.780452391219e-14       2.415050427967e-15      -4.480953581299e-16 
  613       2.859720441809e-10       2.899465307215e-12       3.864053992846e-12       1.091079571691e-14       3.758084592521e-14       2.447557547697e-15      -4.544971619342e-16 
  614       2.847758717247e-10       2.940862941335e-12       3.829006571335e-12       1.092052000370e-14       3.735882818119e-14       2.480235689987e-15      -4.607983827335e-16 
  615       2.835813644924e-10       2.982338539056e-12       3.789673921260e-12       1.093006041371e-14       3.713844898529e-14       2.513078791642e-15      -4.669981450084e-16 
  616       2.823892142092e-10       3.023874551971e-12       3.746043319927e-12       1.093941940579e-14       3.691968607734e-14       2.546080705725e-15      -4.730955737152e-16 
  617       2.812001206912e-10       3.065453211007e-12       3.698102268907e-12       1.094859948306e-14       3.670251662914e-14       2.579235201224e-15      -4.790897943053e-16 
  618       2.800147918763e-10       3.107056525552e-12       3.645838495456e-12       1.095760319303e-14       3.648691724165e-14       2.612535962705e-15      -4.849799327451e-16 
  619       2.788339438553e-10       3.148666282575e-12       3.589239953940e-12       1.096643312784e-14       3.627286394224e-14       2.645976589977e-15      -4.907651155343e-16 
  620       2.776583009028e-10       3.190264045759e-12       3.528294827257e-12       1.097509192443e-14       3.606033218188e-14       2.679550597752e-15      -4.964444697264e-16 
  621       2.764885955081e-10       3.231831154615e-12       3.462991528256e-12       1.098358226475e-14       3.584929683240e-14       2.713251415304e-15      -5.020171229472e-16 
  622       2.753255025621e-10       3.273349866484e-12       3.393327345388e-12       1.099190693650e-14       3.563973583517e-14       2.747071794189e-15      -5.074824562640e-16 
  623       2.741694401617e-10       3.314806813652e-12       3.319334599191e-12       1.100006901669e-14       3.543164124666e-14       2.781002016859e-15      -5.128408692570e-16 
  624       2.730207642001e-10       3.356189625485e-12       3.241055101341e-12       1.100807169276e-14       3.522500844616e-14       2.815031645414e-15      -5.180930329080e-16 
  625       2.718798337996e-10       3.397485792373e-12       3.158531569981e-12       1.101591820263e-14       3.501983250604e-14       2.849150109220e-15      -5.232396384713e-16 
  626       2.707470113221e-10       3.438682665207e-12       3.071807633815e-12       1.102361183484e-14       3.481610819019e-14       2.883346704389e-15      -5.282813975707e-16 
  627       2.696226623796e-10       3.479767454856e-12       2.980927836208e-12       1.103115592883e-14       3.461382995230e-14       2.917610593256e-15      -5.332190422979e-16 
  628       2.685071558448e-10       3.520727231649e-12       2.885937639286e-12       1.103855387507e-14       3.441299193426e-14       2.951930803853e-15      -5.380533253097e-16 
  629       2.674008638616e-10       3.561548924851e-12       2.786883428030e-12       1.104580911536e-14       3.421358796448e-14       2.986296229390e-15      -5.427850199257e-16 
  630       2.663041618562e-10       3.602219322141e-12       2.683812514380e-12       1.105292514293e-14       3.401561155630e-14       3.020695627729e-15      -5.474149202263e-16 
  631       2.652174285469e-10       3.642725069093e-12       2.576773141328e-12       1.105990550274e-14       3.381905590629e-14       3.055117620865e-15      -5.519438411499e-16 
