# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1375       9.043708819923e-11       3.493581395040e-12      -8.314897080699e-12       0.000000000000e+00       1.709269882862e-15       5.201895554308e-16      -7.643839173459e-17 
 1376       9.063470458738e-11       3.469537097041e-12      -8.349386464391e-12       0.000000000000e+00       1.704245576879e-15       5.206953759697e-16      -7.593311322722e-17 
 1377       9.083433523089e-11       3.445233322572e-12      -8.382046917964e-12       0.000000000000e+00       1.699239115735e-15       5.211358003294e-16      -7.542291302327e-17 
 1378       9.103583416704e-11       3.420679604429e-12      -8.412873139251e-12       0.000000000000e+00       1.694250431433e-15       5.215124305111e-16      -7.490789553232e-17 
 1379       9.123905455171e-11       3.395885534672e-12      -8.441859830993e-12       0.000000000000e+00       1.689279455001e-15       5.218268790584e-16      -7.438816584235e-17 
 1380       9.144384865783e-11       3.370860764734e-12      -8.469001700867e-12       0.000000000000e+00       1.684326116492e-15       5.220807690771e-16      -7.386382972098e-17 
 1381       9.165006787372e-11       3.345615005534e-12      -8.494293461521e-12       0.000000000000e+00       1.679390344977e-15       5.222757342551e-16      -7.333499361678e-17 
 1382       9.185756270150e-11       3.320158027583e-12      -8.517729830602e-12       0.000000000000e+00       1.674472068545e-15       5.224134188822e-16      -7.280176466052e-17 
 1383       9.206618275542e-11       3.294499661095e-12      -8.539305530785e-12       0.000000000000e+00       1.669571214302e-15       5.224954778702e-16      -7.226425066640e-17 
 1384       9.227577676034e-11       3.268649796096e-12      -8.559015289810e-12       0.000000000000e+00       1.664687708369e-15       5.225235767723e-16      -7.172256013338e-17 
 1385       9.248619255000e-11       3.242618382534e-12      -8.576853840505e-12       0.000000000000e+00       1.659821475875e-15       5.224993918034e-16      -7.117680224639e-17 
 1386       9.269727706549e-11       3.216415430388e-12      -8.592815920821e-12       0.000000000000e+00       1.654972440963e-15       5.224246098597e-16      -7.062708687763e-17 
 1387       9.290887635358e-11       3.190051009779e-12      -8.606896273863e-12       0.000000000000e+00       1.650140526779e-15       5.223009285387e-16      -7.007352458784e-17 
 1388       9.312083556513e-11       3.163535251075e-12      -8.619089647921e-12       0.000000000000e+00       1.645325655477e-15       5.221300561590e-16      -6.951622662753e-17 
 1389       9.333299895346e-11       3.136878345008e-12      -8.629390796495e-12       0.000000000000e+00       1.640527748213e-15       5.219137117802e-16      -6.895530493828e-17 
 1390       9.354520987273e-11       3.110090542775e-12      -8.637794478335e-12       0.000000000000e+00       1.635746725142e-15       5.216536252226e-16      -6.839087215402e-17 
 1391       9.375731077634e-11       3.083182156156e-12      -8.644295457464e-12       0.000000000000e+00       1.630982505419e-15       5.213515370873e-16      -6.782304160223e-17 
 1392       9.396914321529e-11       3.056163557615e-12      -8.648888503213e-12       0.000000000000e+00       1.626235007196e-15       5.210091987759e-16      -6.725192730530e-17 
 1393       9.418054783657e-11       3.029045180415e-12      -8.651568390248e-12       0.000000000000e+00       1.621504147617e-15       5.206283725105e-16      -6.667764398170e-17 
 1394       9.439136438156e-11       3.001837518728e-12      -8.652329898607e-12       0.000000000000e+00       1.616789842819e-15       5.202108313534e-16      -6.610030704734e-17 
 1395       9.460143168437e-11       2.974551127741e-12      -8.651167813723e-12       0.000000000000e+00       1.612092007928e-15       5.197583592269e-16      -6.552003261675e-17 
 1396       9.481058767029e-11       2.947196623767e-12      -8.648076926460e-12       0.000000000000e+00       1.607410557057e-15       5.192727509336e-16      -6.493693750442e-17 
 1397       9.501866935409e-11       2.919784684355e-12      -8.643052033142e-12       0.000000000000e+00       1.602745403306e-15       5.187558121756e-16      -6.435113922601e-17 
 1398       9.522551283847e-11       2.892326048399e-12      -8.636087935585e-12       0.000000000000e+00       1.598096458757e-15       5.182093595749e-16      -6.376275599966e-17 
 1399       9.543095331241e-11       2.864831516247e-12      -8.627179441124e-12       0.000000000000e+00       1.593463634471e-15       5.176352206932e-16      -6.317190674722e-17 
 1400       9.563482504955e-11       2.837311949812e-12      -8.616321362648e-12       0.000000000000e+00       1.588846840491e-15       5.170352340512e-16      -6.257871109555e-17 
 1401       9.583696140661e-11       2.809778272681e-12      -8.603508518629e-12       0.000000000000e+00       1.584245985833e-15       5.164112491493e-16      -6.198328937776e-17 
 1402       9.603720719605e-11       2.782240945519e-12      -8.588739795524e-12       0.000000000000e+00       1.579660986437e-15       5.157649472442e-16      -6.138574691843e-17 
 1403       9.623545594876e-11       2.754708386085e-12      -8.572030381286e-12       0.000000000000e+00       1.575091789094e-15       5.150973015950e-16      -6.078612670736e-17 
 1404       9.643161303688e-11       2.727188532955e-12      -8.553399659518e-12       0.000000000000e+00       1.570538347761e-15       5.144091116266e-16      -6.018445623469e-17 
 1405       9.662558333381e-11       2.699689368807e-12      -8.532867158958e-12       0.000000000000e+00       1.566000615637e-15       5.137011816709e-16      -5.958076316246e-17 
 1406       9.681727121342e-11       2.672218920500e-12      -8.510452553758e-12       0.000000000000e+00       1.561478545158e-15       5.129743209751e-16      -5.897507532495e-17 
 1407       9.700658054912e-11       2.644785259150e-12      -8.486175663765e-12       0.000000000000e+00       1.556972087997e-15       5.122293437114e-16      -5.836742072898e-17 
 1408       9.719341471305e-11       2.617396500206e-12      -8.460056454794e-12       0.000000000000e+00       1.552481195064e-15       5.114670689851e-16      -5.775782755419e-17 
 1409       9.737767657519e-11       2.590060803534e-12      -8.432115038910e-12       0.000000000000e+00       1.548005816500e-15       5.106883208441e-16      -5.714632415340e-17 
 1410       9.755926850249e-11       2.562786373485e-12      -8.402371674709e-12       0.000000000000e+00       1.543545901680e-15       5.098939282876e-16      -5.653293905286e-17 
 1411       9.773809235803e-11       2.535581458981e-12      -8.370846767591e-12       0.000000000000e+00       1.539101399208e-15       5.090847252752e-16      -5.591770095259e-17 
 1412       9.791404950016e-11       2.508454353587e-12      -8.337560870042e-12       0.000000000000e+00       1.534672256915e-15       5.082615507354e-16      -5.530063872670e-17 
 1413       9.808704078158e-11       2.481413395592e-12      -8.302534681911e-12       0.000000000000e+00       1.530258421861e-15       5.074252485752e-16      -5.468178142366e-17 
 1414       9.825696654858e-11       2.454466968082e-12      -8.265789050691e-12       0.000000000000e+00       1.525859840330e-15       5.065766676884e-16      -5.406115826664e-17 
 1415       9.842372664008e-11       2.427623499022e-12      -8.227344971794e-12       0.000000000000e+00       1.521476457829e-15       5.057166619647e-16      -5.343879865380e-17 
 1416       9.858722038681e-11       2.400891461333e-12      -8.187223588834e-12       0.000000000000e+00       1.517108219085e-15       5.048460902990e-16      -5.281473215862e-17 
 1417       9.874734661045e-11       2.374279372967e-12      -8.145446193900e-12       0.000000000000e+00       1.512755068047e-15       5.039658165998e-16      -5.218898853018e-17 
 1418       9.890400362277e-11       2.347795796985e-12      -8.102034227840e-12       0.000000000000e+00       1.508416947882e-15       5.030767097983e-16      -5.156159769347e-17 
 1419       9.905708922474e-11       2.321449341637e-12      -8.057009280536e-12       0.000000000000e+00       1.504093800972e-15       5.021796438576e-16      -5.093258974973e-17 
 1420       9.920650070570e-11       2.295248660436e-12      -8.010393091183e-12       0.000000000000e+00       1.499785568913e-15       5.012754977812e-16      -5.030199497673e-17 
 1421       9.935213484246e-11       2.269202452238e-12      -7.962207548568e-12       0.000000000000e+00       1.495492192516e-15       5.003651556221e-16      -4.966984382907e-17 
 1422       9.949388789849e-11       2.243319461319e-12      -7.912474691351e-12       0.000000000000e+00       1.491213611801e-15       4.994495064920e-16      -4.903616693851e-17 
 1423       9.963165562302e-11       2.217608477451e-12      -7.861216708338e-12       0.000000000000e+00       1.486949766000e-15       4.985294445697e-16      -4.840099511429e-17 
 1424       9.976533325015e-11       2.192078335982e-12      -7.808455938766e-12       0.000000000000e+00       1.482700593550e-15       4.976058691104e-16      -4.776435934338e-17 
 1425       9.989481549808e-11       2.166737917911e-12      -7.754214872576e-12       0.000000000000e+00       1.478466032096e-15       4.966796844546e-16      -4.712629079086e-17 
 1426       1.000199965681e-10       2.141596149968e-12      -7.698516150695e-12       0.000000000000e+00       1.474246018485e-15       4.957518000368e-16      -4.648682080017e-17 
 1427       1.001407701440e-10       2.116662004688e-12      -7.641382565312e-12       0.000000000000e+00       1.470040488770e-15       4.948231303946e-16      -4.584598089346e-17 
 1428       1.002570293907e-10       2.091944500491e-12      -7.582837060160e-12       0.000000000000e+00       1.465849378201e-15       4.938945951778e-16      -4.520380277186e-17 
 1429       1.003686669541e-10       2.067452701761e-12      -7.522902730791e-12       0.000000000000e+00       1.461672621230e-15       4.929671191568e-16      -4.456031831582e-17 
 1430       1.004755749596e-10       2.043195718919e-12      -7.461602824856e-12       0.000000000000e+00       1.457510151505e-15       4.920416322321e-16      -4.391555958540e-17 
 1431       1.005776450114e-10       2.019182708505e-12      -7.398960742385e-12       0.000000000000e+00       1.453361901871e-15       4.911190694429e-16      -4.326955882059e-17 
 1432       1.006747681919e-10       1.995422873251e-12      -7.335000036063e-12       0.000000000000e+00       1.449227804364e-15       4.902003709760e-16      -4.262234844161e-17 
 1433       1.007668350605e-10       1.971925462163e-12      -7.269744411509e-12       0.000000000000e+00       1.445107790216e-15       4.892864821750e-16      -4.197396104920e-17 
 1434       1.008537356529e-10       1.948699770597e-12      -7.203217727557e-12       0.000000000000e+00       1.441001789848e-15       4.883783535489e-16      -4.132442942498e-17 
 1435       1.009353594803e-10       1.925755140333e-12      -7.135443996530e-12       0.000000000000e+00       1.436909732868e-15       4.874769407813e-16      -4.067378653169e-17 
 1436       1.010115955284e-10       1.903100959657e-12      -7.066447384525e-12       0.000000000000e+00       1.432831548074e-15       4.865832047390e-16      -4.002206551356e-17 
 1437       1.010823322565e-10       1.880746663438e-12      -6.996252211686e-12       0.000000000000e+00       1.428767163448e-15       4.856981114814e-16      -3.936929969657e-17 
 1438       1.011474575968e-10       1.858701733202e-12      -6.924882952483e-12       0.000000000000e+00       1.424716506156e-15       4.848226322689e-16      -3.871552258879e-17 
 1439       1.012068589536e-10       1.836975697214e-12      -6.852364235993e-12       0.000000000000e+00       1.420679502545e-15       4.839577435722e-16      -3.806076788068e-17 
 1440       1.012604232020e-10       1.815578130550e-12      -6.778720846179e-12       0.000000000000e+00       1.416656078144e-15       4.831044270811e-16      -3.740506944537e-17 
 1441       1.013080541406e-10       1.794517524279e-12      -6.703978614229e-12       0.000000000000e+00       1.412646164048e-15       4.822631949775e-16      -3.674846798708e-17 
 1442       1.013497250432e-10       1.773797880266e-12      -6.628167104936e-12       0.000000000000e+00       1.408649716163e-15       4.814326604657e-16      -3.609103105928e-17 
 1443       1.013854266383e-10       1.753422081960e-12      -6.551316958137e-12       0.000000000000e+00       1.404666696152e-15       4.806109527519e-16      -3.543283325032e-17 
 1444       1.014151497051e-10       1.733393022171e-12      -6.473458999458e-12       0.000000000000e+00       1.400697065067e-15       4.797961904452e-16      -3.477394955443e-17 
 1445       1.014388850730e-10       1.713713603086e-12      -6.394624240639e-12       0.000000000000e+00       1.396740783344e-15       4.789864815390e-16      -3.411445537244e-17 
 1446       1.014566236226e-10       1.694386736276e-12      -6.314843879863e-12       0.000000000000e+00       1.392797810804e-15       4.781799233927e-16      -3.345442651250e-17 
 1447       1.014683562849e-10       1.675415342711e-12      -6.234149302093e-12       0.000000000000e+00       1.388868106651e-15       4.773746027129e-16      -3.279393919073e-17 
 1448       1.014740740421e-10       1.656802352772e-12      -6.152572079396e-12       0.000000000000e+00       1.384951629468e-15       4.765685955354e-16      -3.213307003193e-17 
 1449       1.014737679277e-10       1.638550706263e-12      -6.070143971275e-12       0.000000000000e+00       1.381048337221e-15       4.757599672062e-16      -3.147189607025e-17 
 1450       1.014674290263e-10       1.620663352424e-12      -5.986896924999e-12       0.000000000000e+00       1.377158187253e-15       4.749467723633e-16      -3.081049474995e-17 
 1451       1.014550484739e-10       1.603143249942e-12      -5.902863075932e-12       0.000000000000e+00       1.373281136284e-15       4.741270549181e-16      -3.014894392600e-17 
 1452       1.014366174582e-10       1.585993366961e-12      -5.818074747867e-12       0.000000000000e+00       1.369417140411e-15       4.732988480369e-16      -2.948732186483e-17 
 1453       1.014121272186e-10       1.569216681100e-12      -5.732564453349e-12       0.000000000000e+00       1.365566155106e-15       4.724601741226e-16      -2.882570724500e-17 
 1454       1.013815690465e-10       1.552816179460e-12      -5.646364894013e-12       0.000000000000e+00       1.361728135212e-15       4.716090447960e-16      -2.816417915792e-17 
 1455       1.013449342851e-10       1.536794858639e-12      -5.559508960908e-12       0.000000000000e+00       1.357903034945e-15       4.707434608773e-16      -2.750281710851e-17 
 1456       1.013022143299e-10       1.521155724741e-12      -5.472029734829e-12       0.000000000000e+00       1.354090807894e-15       4.698614123676e-16      -2.684170101588e-17 
 1457       1.012534006287e-10       1.505901793394e-12      -5.383960486650e-12       0.000000000000e+00       1.350291407013e-15       4.689608784308e-16      -2.618091121408e-17 
 1458       1.011984846817e-10       1.491036089755e-12      -5.295334677650e-12       0.000000000000e+00       1.346504784627e-15       4.680398273745e-16      -2.552052845274e-17 
 1459       1.011374580418e-10       1.476561648528e-12      -5.206185959842e-12       0.000000000000e+00       1.342730892425e-15       4.670962166320e-16      -2.486063389777e-17 
 1460       1.010703123145e-10       1.462481513971e-12      -5.116548176310e-12       0.000000000000e+00       1.338969681465e-15       4.661279927434e-16      -2.420130913207e-17 
 1461       1.009970391584e-10       1.448798739914e-12      -5.026455361532e-12       0.000000000000e+00       1.335221102164e-15       4.651330913375e-16      -2.354263615622e-17 
 1462       1.009176302850e-10       1.435516389767e-12      -4.935941741712e-12       0.000000000000e+00       1.331485104305e-15       4.641094371132e-16      -2.288469738914e-17 
 1463       1.008320774589e-10       1.422637536534e-12      -4.845041735113e-12       0.000000000000e+00       1.327761637031e-15       4.630549438207e-16      -2.222757566883e-17 
 1464       1.007403724983e-10       1.410165262822e-12      -4.753789952384e-12       0.000000000000e+00       1.324050648845e-15       4.619675142434e-16      -2.157135425301e-17 
 1465       1.006425072746e-10       1.398102660858e-12      -4.662221196889e-12       0.000000000000e+00       1.320352087607e-15       4.608450401793e-16      -2.091611681988e-17 
 1466       1.005384737130e-10       1.386452832499e-12      -4.570370465042e-12       0.000000000000e+00       1.316665900536e-15       4.596854024224e-16      -2.026194746873e-17 
 1467       1.004282637923e-10       1.375218889242e-12      -4.478272946631e-12       0.000000000000e+00       1.312992034206e-15       4.584864707442e-16      -1.960893072068e-17 
 1468       1.003118695454e-10       1.364403952241e-12      -4.385964025153e-12       0.000000000000e+00       1.309330434546e-15       4.572461038755e-16      -1.895715151940e-17 
 1469       1.001892830592e-10       1.354011152313e-12      -4.293479278142e-12       0.000000000000e+00       1.305681046835e-15       4.559621494875e-16      -1.830669523171e-17 
 1470       1.000604964746e-10       1.344043629956e-12      -4.200854477499e-12       0.000000000000e+00       1.302043815709e-15       4.546324441737e-16      -1.765764764838e-17 
 1471       9.992550198706e-11       1.334504535358e-12      -4.108125589820e-12       0.000000000000e+00       1.298418685149e-15       4.532548134309e-16      -1.701009498473e-17 
 1472       9.978429184654e-11       1.325397028409e-12      -4.015328776733e-12       0.000000000000e+00       1.294805598489e-15       4.518270716414e-16      -1.636412388139e-17 
 1473       9.963685835753e-11       1.316724278716e-12      -3.922500395218e-12       0.000000000000e+00       1.291204498408e-15       4.503470220539e-16      -1.571982140495e-17 
 1474       9.948319387935e-11       1.308489465611e-12      -3.829676997946e-12       0.000000000000e+00       1.287615326933e-15       4.488124567653e-16      -1.507727504866e-17 
 1475       9.932329082623e-11       1.300695778167e-12      -3.736895333604e-12       0.000000000000e+00       1.284038025434e-15       4.472211567021e-16      -1.443657273315e-17 
 1476       9.915714166748e-11       1.293346415206e-12      -3.644192347227e-12       0.000000000000e+00       1.280472534627e-15       4.455708916021e-16      -1.379780280707e-17 
 1477       9.898473892763e-11       1.286444585317e-12      -3.551605180528e-12       0.000000000000e+00       1.276918794569e-15       4.438594199957e-16      -1.316105404784e-17 
 1478       9.880607518657e-11       1.279993506863e-12      -3.459171172227e-12       0.000000000000e+00       1.273376744657e-15       4.420844891873e-16      -1.252641566228e-17 
 1479       9.862114307968e-11       1.273996407995e-12      -3.366927858381e-12       0.000000000000e+00       1.269846323629e-15       4.402438352374e-16      -1.189397728736e-17 
 1480       9.842994785662e-11       1.268455470095e-12      -3.274910657409e-12       0.000000000000e+00       1.266327474716e-15       4.383359252629e-16      -1.126382088238e-17 
 1481       9.823254519301e-11       1.263368646662e-12      -3.183145899464e-12       0.000000000000e+00       1.262820161162e-15       4.363621924034e-16      -1.063599631651e-17 
 1482       9.802900375269e-11       1.258732813010e-12      -3.091657728831e-12       0.000000000000e+00       1.259324350857e-15       4.343248229057e-16      -1.001054554142e-17 
 1483       9.781939266386e-11       1.254544819944e-12      -3.000470413183e-12       0.000000000000e+00       1.255840011190e-15       4.322260158302e-16      -9.387510678019e-18 
 1484       9.760378151991e-11       1.250801493711e-12      -2.909608343786e-12       0.000000000000e+00       1.252367109052e-15       4.300679830735e-16      -8.766934016800e-18 
 1485       9.738224038024e-11       1.247499635955e-12      -2.819096035703e-12       0.000000000000e+00       1.248905610835e-15       4.278529493903e-16      -8.148858018019e-18 
 1486       9.715483977113e-11       1.244636023672e-12      -2.728958127996e-12       0.000000000000e+00       1.245455482427e-15       4.255831524156e-16      -7.533325311976e-18 
 1487       9.692165068652e-11       1.242207409165e-12      -2.639219383927e-12       0.000000000000e+00       1.242016689215e-15       4.232608426869e-16      -6.920378699255e-18 
 1488       9.668274458888e-11       1.240210519994e-12      -2.549904691167e-12       0.000000000000e+00       1.238589196083e-15       4.208882836661e-16      -6.310061150970e-18 
 1489       9.643819341003e-11       1.238642058937e-12      -2.461039061996e-12       0.000000000000e+00       1.235172967408e-15       4.184677517621e-16      -5.702415809014e-18 
 1490       9.618806955200e-11       1.237498703940e-12      -2.372647633506e-12       0.000000000000e+00       1.231767967064e-15       4.160015363525e-16      -5.097485986311e-18 
 1491       9.593244588779e-11       1.236777108070e-12      -2.284755667803e-12       0.000000000000e+00       1.228374158416e-15       4.134919398061e-16      -4.495315167057e-18 
 1492       9.567139576230e-11       1.236473899475e-12      -2.197388552215e-12       0.000000000000e+00       1.224991504323e-15       4.109412775049e-16      -3.895947006974e-18 
 1493       9.540499299309e-11       1.236585681331e-12      -2.110571799491e-12       0.000000000000e+00       1.221619967133e-15       4.083518778661e-16      -3.299425333552e-18 
 1494       9.513331187123e-11       1.237109031804e-12      -2.024331048006e-12       0.000000000000e+00       1.218259508687e-15       4.057260823644e-16      -2.705794146305e-18 
 1495       9.485642716215e-11       1.238040503998e-12      -1.938692061964e-12       0.000000000000e+00       1.214910090312e-15       4.030662455544e-16      -2.115097617008e-18 
 1496       9.457441410646e-11       1.239376625913e-12      -1.853680731601e-12       0.000000000000e+00       1.211571672824e-15       4.003747350922e-16      -1.527380089957e-18 
 1497       9.428734842080e-11       1.241113900397e-12      -1.769323073389e-12       0.000000000000e+00       1.208244216526e-15       3.976539317580e-16      -9.426860822064e-19 
 1498       9.399530629862e-11       1.243248805102e-12      -1.685645230240e-12       0.000000000000e+00       1.204927681207e-15       3.949062294781e-16      -3.610602838236e-19 
 1499       9.369836441110e-11       1.245777792438e-12      -1.602673471705e-12       0.000000000000e+00       1.201622026140e-15       3.921340353468e-16       2.174524418662e-19 
 1500       9.339659990788e-11       1.248697289528e-12      -1.520434194185e-12       0.000000000000e+00       1.198327210082e-15       3.893397696492e-16       7.928070580309e-19 
 1501       9.309009041799e-11       1.252003698160e-12      -1.438953921127e-12       0.000000000000e+00       1.195043191272e-15       3.865258658825e-16       1.364958354084e-18 
 1502       9.277891405062e-11       1.255693394742e-12      -1.358259303230e-12       0.000000000000e+00       1.191769927432e-15       3.836947707791e-16       1.933860945437e-18 
 1503       9.246314939597e-11       1.259762730259e-12      -1.278377118650e-12       0.000000000000e+00       1.188507375763e-15       3.808489443277e-16       2.499469273250e-18 
 1504       9.214287552608e-11       1.264208030226e-12      -1.199334273201e-12       0.000000000000e+00       1.185255492945e-15       3.779908597963e-16       3.061737604187e-18 
 1505       9.181817199568e-11       1.269025594639e-12      -1.121157800558e-12       0.000000000000e+00       1.182014235138e-15       3.751230037540e-16       3.620620030165e-18 
 1506       9.148911884301e-11       1.274211697933e-12      -1.043874862464e-12       0.000000000000e+00       1.178783557979e-15       3.722478760932e-16       4.176070468105e-18 
 1507       9.115579659064e-11       1.279762588937e-12      -9.675127489276e-13       0.000000000000e+00       1.175563416579e-15       3.693679900517e-16       4.728042659689e-18 
 1508       9.081828624631e-11       1.285674490825e-12      -8.920988784319e-13       0.000000000000e+00       1.172353765525e-15       3.664858722347e-16       5.276490171109e-18 
 1509       9.047666930380e-11       1.291943601073e-12      -8.176607981338e-13       0.000000000000e+00       1.169154558881e-15       3.636040626376e-16       5.821366392817e-18 
 1510       9.013102774369e-11       1.298566091412e-12      -7.442261840695e-13       0.000000000000e+00       1.165965750179e-15       3.607251146671e-16       6.362624539283e-18 
 1511       8.978144403427e-11       1.305538107782e-12      -6.718228413567e-13       0.000000000000e+00       1.162787292427e-15       3.578515951645e-16       6.900217648740e-18 
 1512       8.942800113231e-11       1.312855770287e-12      -6.004787043983e-13       0.000000000000e+00       1.159619138102e-15       3.549860844268e-16       7.434098582943e-18 
 1513       8.907078248393e-11       1.320515173151e-12      -5.302218370860e-13       0.000000000000e+00       1.156461239151e-15       3.521311762297e-16       7.964220026914e-18 
 1514       8.870987202541e-11       1.328512384670e-12      -4.610804330029e-13       0.000000000000e+00       1.153313546990e-15       3.492894778491e-16       8.490534488702e-18 
 1515       8.834535418407e-11       1.336843447165e-12      -3.930828156275e-13       0.000000000000e+00       1.150176012501e-15       3.464636100838e-16       9.012994299127e-18 
 1516       8.797731387902e-11       1.345504376940e-12      -3.262574385365e-13       0.000000000000e+00       1.147048586035e-15       3.436562072771e-16       9.531551611539e-18 
 1517       8.760583652206e-11       1.354491164236e-12      -2.606328856084e-13       0.000000000000e+00       1.143931217408e-15       3.408699173394e-16       1.004615840157e-17 
 1518       8.723100801852e-11       1.363799773181e-12      -1.962378712267e-13       0.000000000000e+00       1.140823855898e-15       3.381074017701e-16       1.055676646687e-17 
 1519       8.685291671949e-11       1.373425708550e-12      -1.330973989689e-13       0.000000000000e+00       1.137726454432e-15       3.353708312051e-16       1.106333139746e-17 
 1520       8.647165929778e-11       1.383362711565e-12      -7.122119680442e-14       0.000000000000e+00       1.134638982165e-15       3.326603666999e-16       1.156582452899e-17 
 1521       8.608733493022e-11       1.393604051440e-12      -1.061517093837e-14       0.000000000000e+00       1.131561412018e-15       3.299756638663e-16       1.206422110407e-17 
 1522       8.570004335230e-11       1.404142957379e-12       4.871476277615e-14       0.000000000000e+00       1.128493716506e-15       3.273163760156e-16       1.255849631213e-17 
 1523       8.530988485908e-11       1.414972618503e-12       1.067626788345e-13       0.000000000000e+00       1.125435867732e-15       3.246821541548e-16       1.304862528932e-17 
 1524       8.491696030612e-11       1.426086183786e-12       1.635226420771e-13       0.000000000000e+00       1.122387837393e-15       3.220726469825e-16       1.353458311854e-17 
 1525       8.452137111045e-11       1.437476761980e-12       2.189887076852e-13       0.000000000000e+00       1.119349596775e-15       3.194875008847e-16       1.401634482934e-17 
 1526       8.412321925145e-11       1.449137421555e-12       2.731549211780e-13       0.000000000000e+00       1.116321116754e-15       3.169263599307e-16       1.449388539791e-17 
 1527       8.372260727184e-11       1.461061190624e-12       3.260153184084e-13       0.000000000000e+00       1.113302367792e-15       3.143888658695e-16       1.496717974702e-17 
 1528       8.331963827857e-11       1.473241056879e-12       3.775639255595e-13       0.000000000000e+00       1.110293319942e-15       3.118746581251e-16       1.543620274601e-17 
 1529       8.291441594378e-11       1.485669967521e-12       4.277947591411e-13       0.000000000000e+00       1.107293942841e-15       3.093833737926e-16       1.590092921071e-17 
 1530       8.250704450571e-11       1.498340829193e-12       4.767018259861e-13       0.000000000000e+00       1.104304205713e-15       3.069146476346e-16       1.636133390342e-17 
 1531       8.209762876968e-11       1.511246507910e-12       5.242791232466e-13       0.000000000000e+00       1.101324077366e-15       3.044681120764e-16       1.681739153285e-17 
 1532       8.168627410896e-11       1.524379828992e-12       5.705206383903e-13       0.000000000000e+00       1.098353526193e-15       3.020433972026e-16       1.726907675412e-17 
 1533       8.127308646576e-11       1.537733576997e-12       6.154203491970e-13       0.000000000000e+00       1.095392520170e-15       2.996401307524e-16       1.771636416867e-17 
 1534       8.085817235213e-11       1.551300495649e-12       6.589722237550e-13       0.000000000000e+00       1.092441026856e-15       2.972579381161e-16       1.815922832425e-17 
 1535       8.044163885092e-11       1.565073287774e-12       7.011702204571e-13       0.000000000000e+00       1.089499013391e-15       2.948964423308e-16       1.859764371485e-17 
 1536       8.002359361669e-11       1.579044615231e-12       7.420082879975e-13       0.000000000000e+00       1.086566446494e-15       2.925552640760e-16       1.903158478070e-17 
 1537       7.960414487667e-11       1.593207098841e-12       7.814803653675e-13       0.000000000000e+00       1.083643292469e-15       2.902340216703e-16       1.946102590818e-17 
 1538       7.918340143165e-11       1.607553318321e-12       8.195803818524e-13       0.000000000000e+00       1.080729517192e-15       2.879323310666e-16       1.988594142983e-17 
 1539       7.876147265697e-11       1.622075812217e-12       8.563022570277e-13       0.000000000000e+00       1.077825086123e-15       2.856498058483e-16       2.030630562427e-17 
 1540       7.833846850341e-11       1.636767077832e-12       8.916399007553e-13       0.000000000000e+00       1.074929964297e-15       2.833860572252e-16       2.072209271615e-17 
 1541       7.791449949816e-11       1.651619571163e-12       9.255872131799e-13       0.000000000000e+00       1.072044116326e-15       2.811406940296e-16       2.113327687615e-17 
 1542       7.748967674571e-11       1.666625706827e-12       9.581380847256e-13       0.000000000000e+00       1.069167506396e-15       2.789133227121e-16       2.153983222092e-17 
 1543       7.706411192885e-11       1.681777857998e-12       9.892863960919e-13       0.000000000000e+00       1.066300098270e-15       2.767035473375e-16       2.194173281303e-17 
 1544       7.663791730952e-11       1.697068356336e-12       1.019026018250e-12       0.000000000000e+00       1.063441855283e-15       2.745109695806e-16       2.233895266093e-17 
 1545       7.621120572981e-11       1.712489491918e-12       1.047350812440e-12       0.000000000000e+00       1.060592740346e-15       2.723351887224e-16       2.273146571890e-17 
 1546       7.578409061288e-11       1.728033513172e-12       1.074254630167e-12       0.000000000000e+00       1.057752715938e-15       2.701758016459e-16       2.311924588705e-17 
 1547       7.535668596387e-11       1.743692626811e-12       1.099731313195e-12       0.000000000000e+00       1.054921744114e-15       2.680324028322e-16       2.350226701124e-17 
 1548       7.492910637086e-11       1.759458997756e-12       1.123774693547e-12       0.000000000000e+00       1.052099786495e-15       2.659045843560e-16       2.388050288302e-17 
 1549       7.450146700579e-11       1.775324749078e-12       1.146378593500e-12       0.000000000000e+00       1.049286804276e-15       2.637919358820e-16       2.425392723965e-17 
 1550       7.407388362540e-11       1.791281961925e-12       1.167536825580e-12       0.000000000000e+00       1.046482758218e-15       2.616940446606e-16       2.462251376401e-17 
 1551       7.364647257218e-11       1.807322675452e-12       1.187243192559e-12       0.000000000000e+00       1.043687608651e-15       2.596104955238e-16       2.498623608457e-17 
 1552       7.321935077526e-11       1.823438886756e-12       1.205491487454e-12       0.000000000000e+00       1.040901315471e-15       2.575408708812e-16       2.534506777537e-17 
 1553       7.279263575139e-11       1.839622550809e-12       1.222275493519e-12       0.000000000000e+00       1.038123838142e-15       2.554847507160e-16       2.569898235594e-17 
