# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  309       5.120407691125e-10       1.436269131180e-12       1.641394895101e-11       0.000000000000e+00       3.940005457561e-13       8.303904560746e-14       2.138579994443e-15 
  310       5.076389752661e-10       1.462366713155e-12       1.643405863962e-11       0.000000000000e+00       3.899560405562e-13       8.190631006985e-14       2.149344151626e-15 
  311       5.032371186604e-10       1.488568892810e-12       1.644903918408e-11       0.000000000000e+00       3.859586146533e-13       8.078872150490e-14       2.159893029268e-15 
  312       4.988367475918e-10       1.514866893387e-12       1.645886040604e-11       0.000000000000e+00       3.820062816023e-13       7.968645779960e-14       2.170237217935e-15 
  313       4.944389951585e-10       1.541253336746e-12       1.646351332621e-11       0.000000000000e+00       3.780987310624e-13       7.859950840863e-14       2.180376522848e-15 
  314       4.900448932281e-10       1.567721087008e-12       1.646299556231e-11       0.000000000000e+00       3.742360539726e-13       7.752780632774e-14       2.190308021982e-15 
  315       4.856554788905e-10       1.594262857698e-12       1.645730638823e-11       0.000000000000e+00       3.704183099550e-13       7.647127276858e-14       2.200028799114e-15 
  316       4.812717944111e-10       1.620871210692e-12       1.644644675134e-11       0.000000000000e+00       3.666455269507e-13       7.542981703181e-14       2.209535944075e-15 
  317       4.768948871855e-10       1.647538555179e-12       1.643041928978e-11       0.000000000000e+00       3.629177008558e-13       7.440333638023e-14       2.218826552991e-15 
  318       4.725258096933e-10       1.674257146617e-12       1.640922834973e-11       0.000000000000e+00       3.592347951571e-13       7.339171591181e-14       2.227897728524e-15 
  319       4.681656194523e-10       1.701019085689e-12       1.638288000270e-11       0.000000000000e+00       3.555967405676e-13       7.239482843287e-14       2.236746580120e-15 
  320       4.638153789724e-10       1.727816317258e-12       1.635138206285e-11       0.000000000000e+00       3.520034346629e-13       7.141253433113e-14       2.245370224249e-15 
  321       4.594761557099e-10       1.754640629326e-12       1.631474410422e-11       0.000000000000e+00       3.484547415169e-13       7.044468144882e-14       2.253765784651e-15 
  322       4.551490220214e-10       1.781483651990e-12       1.627297747810e-11       0.000000000000e+00       3.449504913371e-13       6.949110495579e-14       2.261930392579e-15 
  323       4.508350551182e-10       1.808336856397e-12       1.622609533023e-11       0.000000000000e+00       3.414904801011e-13       6.855162722261e-14       2.269861187045e-15 
  324       4.465353370199e-10       1.835191553703e-12       1.617411261817e-11       0.000000000000e+00       3.380744691922e-13       6.762605769365e-14       2.277555315058e-15 
  325       4.422509545089e-10       1.862038894026e-12       1.611704612853e-11       0.000000000000e+00       3.347021850349e-13       6.671419276022e-14       2.285009931873e-15 
  326       4.379829990843e-10       1.888869865409e-12       1.605491449428e-11       0.000000000000e+00       3.313733187314e-13       6.581581563364e-14       2.292222201234e-15 
  327       4.337325669160e-10       1.915675292768e-12       1.598773821205e-11       0.000000000000e+00       3.280875256968e-13       6.493069621834e-14       2.299189295615e-15 
  328       4.295007587988e-10       1.942445836855e-12       1.591553965941e-11       0.000000000000e+00       3.248444252952e-13       6.405859098498e-14       2.305908396465e-15 
  329       4.252886801064e-10       1.969171993213e-12       1.583834311214e-11       0.000000000000e+00       3.216436004756e-13       6.319924284353e-14       2.312376694454e-15 
  330       4.210974407457e-10       1.995844091131e-12       1.575617476155e-11       0.000000000000e+00       3.184845974075e-13       6.235238101639e-14       2.318591389714e-15 
  331       4.169281551106e-10       2.022452292602e-12       1.566906273176e-11       0.000000000000e+00       3.153669251171e-13       6.151772091148e-14       2.324549692084e-15 
  332       4.127819420365e-10       2.048986591280e-12       1.557703709697e-11       0.000000000000e+00       3.122900551227e-13       6.069496399534e-14       2.330248821352e-15 
  333       4.086599247538e-10       2.075436811434e-12       1.548012989877e-11       0.000000000000e+00       3.092534210707e-13       5.988379766623e-14       2.335686007501e-15 
  334       4.045632308424e-10       2.101792606908e-12       1.537837516343e-11       0.000000000000e+00       3.062564183717e-13       5.908389512724e-14       2.340858490952e-15 
  335       4.004929921858e-10       2.128043460076e-12       1.527180891916e-11       0.000000000000e+00       3.032984038358e-13       5.829491525937e-14       2.345763522806e-15 
  336       3.964503449249e-10       2.154178680797e-12       1.516046921344e-11       0.000000000000e+00       3.003786953089e-13       5.751650249467e-14       2.350398365090e-15 
  337       3.924364294123e-10       2.180187405374e-12       1.504439613029e-11       0.000000000000e+00       2.974965713083e-13       5.674828668930e-14       2.354760291001e-15 
  338       3.884523901664e-10       2.206058595510e-12       1.492363180754e-11       0.000000000000e+00       2.946512706586e-13       5.598988299663e-14       2.358846585147e-15 
  339       3.844993758254e-10       2.231781037263e-12       1.479822045414e-11       0.000000000000e+00       2.918419921276e-13       5.524089174039e-14       2.362654543792e-15 
  340       3.805785391012e-10       2.257343340005e-12       1.466820836746e-11       0.000000000000e+00       2.890678940617e-13       5.450089828771e-14       2.366181475102e-15 
  341       3.766910367340e-10       2.282733935377e-12       1.453364395056e-11       0.000000000000e+00       2.863280940225e-13       5.376947292227e-14       2.369424699385e-15 
  342       3.728380294459e-10       2.307941076244e-12       1.439457772948e-11       0.000000000000e+00       2.836216684220e-13       5.304617071737e-14       2.372381549336e-15 
  343       3.690206818951e-10       2.332952835657e-12       1.425106237052e-11       0.000000000000e+00       2.809476521585e-13       5.233053140902e-14       2.375049370283e-15 
  344       3.652401626301e-10       2.357757105802e-12       1.410315269756e-11       0.000000000000e+00       2.783050382527e-13       5.162207926910e-14       2.377425520428e-15 
  345       3.614976440438e-10       2.382341596964e-12       1.395090570932e-11       0.000000000000e+00       2.756927774836e-13       5.092032297839e-14       2.379507371090e-15 
  346       3.577943023272e-10       2.406693836479e-12       1.379438059667e-11       0.000000000000e+00       2.731097780237e-13       5.022475549971e-14       2.381292306954e-15 
  347       3.541313174242e-10       2.430801167690e-12       1.363363875989e-11       0.000000000000e+00       2.705549050755e-13       4.953485395101e-14       2.382777726307e-15 
  348       3.505098729850e-10       2.454650748907e-12       1.346874382600e-11       0.000000000000e+00       2.680269805070e-13       4.885007947848e-14       2.383961041289e-15 
  349       3.469310581232e-10       2.478230634683e-12       1.329975923079e-11       0.000000000000e+00       2.655250000139e-13       4.816998520388e-14       2.384840421480e-15 
  350       3.433955682767e-10       2.501533071356e-12       1.312674081884e-11       0.000000000000e+00       2.630487953064e-13       4.749454527505e-14       2.385417058281e-15 
  351       3.399039918312e-10       2.524551336351e-12       1.294974397001e-11       0.000000000000e+00       2.605983987145e-13       4.682383923478e-14       2.385692995065e-15 
  352       3.364569070546e-10       2.547278668232e-12       1.276882602174e-11       0.000000000000e+00       2.581738279940e-13       4.615794515924e-14       2.385670393295e-15 
  353       3.330548819549e-10       2.569708266721e-12       1.258404628397e-11       0.000000000000e+00       2.557750861760e-13       4.549693963718e-14       2.385351533487e-15 
  354       3.296984741372e-10       2.591833292716e-12       1.239546605403e-11       0.000000000000e+00       2.534021614162e-13       4.484089774931e-14       2.384738816191e-15 
  355       3.263882306618e-10       2.613646868315e-12       1.220314863153e-11       0.000000000000e+00       2.510550268450e-13       4.418989304746e-14       2.383834762965e-15 
  356       3.231246879018e-10       2.635142076831e-12       1.200715933325e-11       0.000000000000e+00       2.487336404160e-13       4.354399753395e-14       2.382642017345e-15 
  357       3.199083714004e-10       2.656311962818e-12       1.180756550806e-11       0.000000000000e+00       2.464379447568e-13       4.290328164078e-14       2.381163345822e-15 
  358       3.167397957288e-10       2.677149532082e-12       1.160443655180e-11       0.000000000000e+00       2.441678670175e-13       4.226781420896e-14       2.379401638814e-15 
  359       3.136194643436e-10       2.697647751710e-12       1.139784392218e-11       0.000000000000e+00       2.419233187206e-13       4.163766246778e-14       2.377359911643e-15 
  360       3.105478694447e-10       2.717799550084e-12       1.118786115367e-11       0.000000000000e+00       2.397041956107e-13       4.101289201403e-14       2.375041305506e-15 
  361       3.075254918326e-10       2.737597816903e-12       1.097456387241e-11       0.000000000000e+00       2.375103775038e-13       4.039356679133e-14       2.372449088449e-15 
  362       3.045528007663e-10       2.757035403203e-12       1.075802981110e-11       0.000000000000e+00       2.353417281370e-13       3.977974906940e-14       2.369586656344e-15 
  363       3.016302538207e-10       2.776105121374e-12       1.053833882389e-11       0.000000000000e+00       2.331980950177e-13       3.917149942327e-14       2.366457533860e-15 
  364       2.987582967441e-10       2.794799745186e-12       1.031557290129e-11       0.000000000000e+00       2.310793092735e-13       3.856887671264e-14       2.363065375438e-15 
  365       2.959373633164e-10       2.813112009800e-12       1.008981618505e-11       0.000000000000e+00       2.289851855015e-13       3.797193806107e-14       2.359413966266e-15 
  366       2.931678752060e-10       2.831034611797e-12       9.861154983084e-12       0.000000000000e+00       2.269155216180e-13       3.738073883534e-14       2.355507223250e-15 
  367       2.904502418278e-10       2.848560209193e-12       9.629677784324e-12       0.000000000000e+00       2.248700987079e-13       3.679533262464e-14       2.351349195992e-15 
  368       2.877848602009e-10       2.865681421456e-12       9.395475273655e-12       0.000000000000e+00       2.228486808742e-13       3.621577121988e-14       2.346944067760e-15 
  369       2.851721148059e-10       2.882390829534e-12       9.158640346798e-12       0.000000000000e+00       2.208510150875e-13       3.564210459297e-14       2.342296156465e-15 
  370       2.826123774427e-10       2.898680975866e-12       8.919268125201e-12       0.000000000000e+00       2.188768310359e-13       3.507438087608e-14       2.337409915635e-15 
  371       2.801060070882e-10       2.914544364409e-12       8.677455970945e-12       0.000000000000e+00       2.169258409740e-13       3.451264634093e-14       2.332289935386e-15 
  372       2.776533497537e-10       2.929973460653e-12       8.433303501634e-12       0.000000000000e+00       2.149977395727e-13       3.395694537802e-14       2.326940943399e-15 
  373       2.752547383425e-10       2.944960691644e-12       8.186912605293e-12       0.000000000000e+00       2.130922037688e-13       3.340732047596e-14       2.321367805891e-15 
  374       2.729104925080e-10       2.959498446001e-12       7.938387455268e-12       0.000000000000e+00       2.112088926143e-13       3.286381220069e-14       2.315575528593e-15 
  375       2.706209185107e-10       2.973579073938e-12       7.687834525118e-12       0.000000000000e+00       2.093474471262e-13       3.232645917479e-14       2.309569257722e-15 
  376       2.683863090760e-10       2.987194887283e-12       7.435362603514e-12       0.000000000000e+00       2.075074901356e-13       3.179529805674e-14       2.303354280953e-15 
  377       2.662069432520e-10       3.000338159498e-12       7.181082809136e-12       0.000000000000e+00       2.056886261379e-13       3.127036352018e-14       2.296936028395e-15 
  378       2.640830862671e-10       3.013001125700e-12       6.925108605566e-12       0.000000000000e+00       2.038904411415e-13       3.075168823321e-14       2.290320073566e-15 
  379       2.620149893873e-10       3.025175982677e-12       6.667555816191e-12       0.000000000000e+00       2.021125025182e-13       3.023930283765e-14       2.283512134365e-15 
  380       2.600028897741e-10       3.036854888912e-12       6.408542639093e-12       0.000000000000e+00       2.003543588519e-13       2.973323592828e-14       2.276518074046e-15 
  381       2.580470103422e-10       3.048029964602e-12       6.148189661949e-12       0.000000000000e+00       1.986155397888e-13       2.923351403217e-14       2.269343902195e-15 
  382       2.561475596166e-10       3.058693291675e-12       5.886619876928e-12       0.000000000000e+00       1.968955558864e-13       2.874016158792e-14       2.261995775699e-15 
  383       2.543047315910e-10       3.068836913815e-12       5.623958695586e-12       0.000000000000e+00       1.951938984635e-13       2.825320092493e-14       2.254479999724e-15 
  384       2.525187055846e-10       3.078452836476e-12       5.360333963761e-12       0.000000000000e+00       1.935100394493e-13       2.777265224270e-14       2.246803028688e-15 
  385       2.507896461004e-10       3.087533026907e-12       5.095875976474e-12       0.000000000000e+00       1.918434312333e-13       2.729853359006e-14       2.238971467234e-15 
  386       2.491177026823e-10       3.096069414167e-12       4.830717492824e-12       0.000000000000e+00       1.901935065145e-13       2.683086084447e-14       2.230992071204e-15 
  387       2.475030097731e-10       3.104053889149e-12       4.564993750882e-12       0.000000000000e+00       1.885596781512e-13       2.636964769131e-14       2.222871748614e-15 
  388       2.459456606208e-10       3.111479531389e-12       4.298831688182e-12       0.000000000000e+00       1.869414442189e-13       2.591489960995e-14       2.214616505451e-15 
  389       2.444456282138e-10       3.118344340053e-12       4.032317128271e-12       0.000000000000e+00       1.853387078240e-13       2.546659562647e-14       2.206228237597e-15 
  390       2.430028411090e-10       3.124647642550e-12       3.765526395982e-12       0.000000000000e+00       1.837514689577e-13       2.502470583772e-14       2.197707820813e-15 
  391       2.416172089530e-10       3.130388881332e-12       3.498537007302e-12       0.000000000000e+00       1.821797203012e-13       2.458919731748e-14       2.189056155221e-15 
  392       2.402886223194e-10       3.135567614893e-12       3.231427675686e-12       0.000000000000e+00       1.806234471587e-13       2.416003409088e-14       2.180274165432e-15 
  393       2.390169525455e-10       3.140183518765e-12       2.964278318375e-12       0.000000000000e+00       1.790826273906e-13       2.373717710903e-14       2.171362800687e-15 
  394       2.378020515698e-10       3.144236386507e-12       2.697170062706e-12       0.000000000000e+00       1.775572313467e-13       2.332058422339e-14       2.162323034990e-15 
  395       2.366437517681e-10       3.147726130705e-12       2.430185252426e-12       0.000000000000e+00       1.760472217994e-13       2.291021016042e-14       2.153155867240e-15 
  396       2.355418657913e-10       3.150652783969e-12       2.163407454013e-12       0.000000000000e+00       1.745525538770e-13       2.250600649595e-14       2.143862321371e-15 
  397       2.344961864021e-10       3.153016499922e-12       1.896921462981e-12       0.000000000000e+00       1.730731749965e-13       2.210792162980e-14       2.134443446484e-15 
  398       2.335064863117e-10       3.154817554201e-12       1.630813310202e-12       0.000000000000e+00       1.716090247971e-13       2.171590076021e-14       2.124900316984e-15 
  399       2.325725180174e-10       3.156056345449e-12       1.365170268216e-12       0.000000000000e+00       1.701600350734e-13       2.132988585842e-14       2.115234032713e-15 
  400       2.316940136389e-10       3.156733396310e-12       1.100080857547e-12       0.000000000000e+00       1.687261297083e-13       2.094981564310e-14       2.105445719085e-15 
  401       2.308706847558e-10       3.156849354428e-12       8.356348530188e-13       0.000000000000e+00       1.673072246064e-13       2.057562555490e-14       2.095536527223e-15 
  402       2.301022222443e-10       3.156404993437e-12       5.719232900652e-13       0.000000000000e+00       1.659032276271e-13       2.020724773098e-14       2.085507634095e-15 
  403       2.293882961142e-10       3.155401213960e-12       3.090384710486e-13       0.000000000000e+00       1.645140385178e-13       1.984461097945e-14       2.075360242643e-15 
  404       2.287285553461e-10       3.153839044604e-12       4.707397157210e-14       0.000000000000e+00       1.631395488470e-13       1.948764075395e-14       2.065095581926e-15 
  405       2.281226277282e-10       3.151719642951e-12      -2.138753532054e-13       0.000000000000e+00       1.617796419376e-13       1.913625912811e-14       2.054714907249e-15 
  406       2.275701196932e-10       3.149044296559e-12      -4.737133622550e-13       0.000000000000e+00       1.604341927999e-13       1.879038477008e-14       2.044219500301e-15 
  407       2.270706161556e-10       3.145814423954e-12      -7.323426223635e-13       0.000000000000e+00       1.591030680649e-13       1.844993291704e-14       2.033610669289e-15 
  408       2.266236803482e-10       3.142031575625e-12      -9.896644018188e-13       0.000000000000e+00       1.577861259177e-13       1.811481534968e-14       2.022889749075e-15 
  409       2.262288536596e-10       3.137697435022e-12      -1.245578664096e-12       0.000000000000e+00       1.564832160301e-13       1.778494036674e-14       2.012058101307e-15 
  410       2.258856554709e-10       3.132813819546e-12      -1.499984061542e-12       0.000000000000e+00       1.551941794943e-13       1.746021275949e-14       2.001117114557e-15 
  411       2.255935829925e-10       3.127382681550e-12      -1.752777929062e-12       0.000000000000e+00       1.539188487557e-13       1.714053378629e-14       1.990068204458e-15 
  412       2.253521111017e-10       3.121406109332e-12      -2.003856277807e-12       0.000000000000e+00       1.526570475464e-13       1.682580114701e-14       1.978912813834e-15 
  413       2.251606921790e-10       3.114886328126e-12      -2.253113788854e-12       0.000000000000e+00       1.514085908183e-13       1.651590895762e-14       1.967652412839e-15 
  414       2.250187559454e-10       3.107825701106e-12      -2.500443806897e-12       0.000000000000e+00       1.501732846759e-13       1.621074772466e-14       1.956288499089e-15 
  415       2.249257092995e-10       3.100226730373e-12      -2.745738333930e-12       0.000000000000e+00       1.489509263102e-13       1.591020431975e-14       1.944822597800e-15 
  416       2.248809361542e-10       3.092092057954e-12      -2.988888022935e-12       0.000000000000e+00       1.477413039310e-13       1.561416195410e-14       1.933256261923e-15 
  417       2.248837972738e-10       3.083424466797e-12      -3.229782171564e-12       0.000000000000e+00       1.465441967008e-13       1.532250015303e-14       1.921591072275e-15 
  418       2.249336301112e-10       3.074226881767e-12      -3.468308715827e-12       0.000000000000e+00       1.453593746678e-13       1.503509473045e-14       1.909828637680e-15 
  419       2.250297486444e-10       3.064502370638e-12      -3.704354223776e-12       0.000000000000e+00       1.441865986986e-13       1.475181776340e-14       1.897970595098e-15 
  420       2.251714432140e-10       3.054254145092e-12      -3.937803889196e-12       0.000000000000e+00       1.430256204121e-13       1.447253756653e-14       1.886018609766e-15 
  421       2.253579803599e-10       3.043485561710e-12      -4.168541525281e-12       0.000000000000e+00       1.418761821121e-13       1.419711866664e-14       1.873974375327e-15 
  422       2.255886026582e-10       3.032200122974e-12      -4.396449558329e-12       0.000000000000e+00       1.407380167208e-13       1.392542177713e-14       1.861839613971e-15 
  423       2.258625285584e-10       3.020401478253e-12      -4.621409021422e-12       0.000000000000e+00       1.396108477119e-13       1.365730377259e-14       1.849616076564e-15 
  424       2.261789522203e-10       3.008093424807e-12      -4.843299548115e-12       0.000000000000e+00       1.384943890438e-13       1.339261766323e-14       1.837305542790e-15 
  425       2.265370433510e-10       2.995279908776e-12      -5.061999366117e-12       0.000000000000e+00       1.373883450924e-13       1.313121256944e-14       1.824909821280e-15 
  426       2.269359470419e-10       2.981965026178e-12      -5.277385290981e-12       0.000000000000e+00       1.362924105850e-13       1.287293369627e-14       1.812430749749e-15 
  427       2.273748479500e-10       2.968153441974e-12      -5.489346515164e-12       0.000000000000e+00       1.352063234339e-13       1.261765188090e-14       1.799870106361e-15 
  428       2.278531655800e-10       2.953851660927e-12      -5.697826504747e-12       0.000000000000e+00       1.341300253550e-13       1.236535339419e-14       1.787229340223e-15 
  429       2.283703653258e-10       2.939066801936e-12      -5.902782515700e-12       0.000000000000e+00       1.330635065827e-13       1.211605314420e-14       1.774509831987e-15 
  430       2.289258946054e-10       2.923806185141e-12      -6.104171930026e-12       0.000000000000e+00       1.320067534304e-13       1.186976537323e-14       1.761712981868e-15 
  431       2.295191827408e-10       2.908077333188e-12      -6.301952258508e-12       0.000000000000e+00       1.309597482583e-13       1.162650365177e-14       1.748840209723e-15 
  432       2.301496408369e-10       2.891887972500e-12      -6.496081143450e-12       0.000000000000e+00       1.299224694416e-13       1.138628087239e-14       1.735892955126e-15 
  433       2.308166616606e-10       2.875246034550e-12      -6.686516361422e-12       0.000000000000e+00       1.288948913383e-13       1.114910924371e-14       1.722872677444e-15 
  434       2.315196195203e-10       2.858159657128e-12      -6.873215826006e-12       0.000000000000e+00       1.278769842571e-13       1.091500028426e-14       1.709780855918e-15 
  435       2.322578701448e-10       2.840637185610e-12      -7.056137590535e-12       0.000000000000e+00       1.268687144251e-13       1.068396481648e-14       1.696618989733e-15 
  436       2.330307505630e-10       2.822687174231e-12      -7.235239850841e-12       0.000000000000e+00       1.258700439562e-13       1.045601296060e-14       1.683388598101e-15 
  437       2.338375789828e-10       2.804318387351e-12      -7.410480947999e-12       0.000000000000e+00       1.248809308184e-13       1.023115412856e-14       1.670091220335e-15 
  438       2.346776546704e-10       2.785539800727e-12      -7.581819371066e-12       0.000000000000e+00       1.239013288022e-13       1.000939701797e-14       1.656728415927e-15 
  439       2.355502578293e-10       2.766360602781e-12      -7.749213759832e-12       0.000000000000e+00       1.229311874884e-13       9.790749606024e-15       1.643301764621e-15 
  440       2.364546494801e-10       2.746790195873e-12      -7.912622907558e-12       0.000000000000e+00       1.219704522157e-13       9.575219143397e-15       1.629812866495e-15 
  441       2.373900713393e-10       2.726838197567e-12      -8.072005763723e-12       0.000000000000e+00       1.210190640492e-13       9.362812148208e-15       1.616263342034e-15 
  442       2.383557456985e-10       2.706514441903e-12      -8.227321436765e-12       0.000000000000e+00       1.200769597476e-13       9.153534399930e-15       1.602654832210e-15 
  443       2.393508753039e-10       2.685828980664e-12      -8.378529196828e-12       0.000000000000e+00       1.191440717318e-13       8.947390933313e-15       1.588988998554e-15 
  444       2.403746432354e-10       2.664792084650e-12      -8.525588478506e-12       0.000000000000e+00       1.182203280522e-13       8.744386032316e-15       1.575267523239e-15 
  445       2.414262127857e-10       2.643414244945e-12      -8.668458883583e-12       0.000000000000e+00       1.173056523571e-13       8.544523224031e-15       1.561492109151e-15 
  446       2.425047273398e-10       2.621706174186e-12      -8.807100183780e-12       0.000000000000e+00       1.163999638604e-13       8.347805272606e-15       1.547664479969e-15 
  447       2.436093102540e-10       2.599678807835e-12      -8.941472323499e-12       0.000000000000e+00       1.155031773093e-13       8.154234173173e-15       1.533786380241e-15 
  448       2.447390647352e-10       2.577343305446e-12      -9.071535422564e-12       0.000000000000e+00       1.146152029526e-13       7.963811145776e-15       1.519859575460e-15 
  449       2.458930737202e-10       2.554711051939e-12      -9.197249778969e-12       0.000000000000e+00       1.137359465085e-13       7.776536629292e-15       1.505885852143e-15 
  450       2.470703997549e-10       2.531793658864e-12      -9.318575871619e-12       0.000000000000e+00       1.128653091322e-13       7.592410275360e-15       1.491867017904e-15 
  451       2.482700848735e-10       2.508602965675e-12      -9.435474363073e-12       0.000000000000e+00       1.120031873844e-13       7.411430942304e-15       1.477804901536e-15 
  452       2.494911504777e-10       2.485151040999e-12      -9.547906102292e-12       0.000000000000e+00       1.111494731985e-13       7.233596689064e-15       1.463701353081e-15 
  453       2.507325972161e-10       2.461450183904e-12      -9.655832127378e-12       0.000000000000e+00       1.103040538492e-13       7.058904769116e-15       1.449558243914e-15 
  454       2.519934048632e-10       2.437512925171e-12      -9.759213668322e-12       0.000000000000e+00       1.094668119198e-13       6.887351624400e-15       1.435377466815e-15 
  455       2.532725321988e-10       2.413352028561e-12      -9.858012149744e-12       0.000000000000e+00       1.086376252706e-13       6.718932879247e-15       1.421160936046e-15 
  456       2.545689168870e-10       2.388980492088e-12      -9.952189193641e-12       0.000000000000e+00       1.078163670066e-13       6.553643334303e-15       1.406910587430e-15 
  457       2.558814753559e-10       2.364411549286e-12      -1.004170662213e-11       0.000000000000e+00       1.070029054452e-13       6.391476960455e-15       1.392628378427e-15 
  458       2.572091026764e-10       2.339658670481e-12      -1.012652646018e-11       0.000000000000e+00       1.061971040846e-13       6.232426892756e-15       1.378316288209e-15 
  459       2.585506724415e-10       2.314735564056e-12      -1.020661093838e-11       0.000000000000e+00       1.053988215713e-13       6.076485424356e-15       1.363976317739e-15 
  460       2.599050366457e-10       2.289656177728e-12      -1.028192249566e-11       0.000000000000e+00       1.046079116681e-13       5.923644000418e-15       1.349610489847e-15 
  461       2.612710255640e-10       2.264434699813e-12      -1.035242378205e-11       0.000000000000e+00       1.038242232221e-13       5.773893212054e-15       1.335220849305e-15 
  462       2.626474476314e-10       2.239085560495e-12      -1.041807766142e-11       0.000000000000e+00       1.030476001327e-13       5.627222790243e-15       1.320809462908e-15 
  463       2.640330893221e-10       2.213623433098e-12      -1.047884721421e-11       0.000000000000e+00       1.022778813192e-13       5.483621599762e-15       1.306378419546e-15 
  464       2.654267150283e-10       2.188063235357e-12      -1.053469574020e-11       0.000000000000e+00       1.015149006889e-13       5.343077633108e-15       1.291929830285e-15 
  465       2.668270669400e-10       2.162420130683e-12      -1.058558676122e-11       0.000000000000e+00       1.007584871051e-13       5.205578004426e-15       1.277465828439e-15 
  466       2.682329898551e-10       2.136708703060e-12      -1.063149331064e-11       0.000000000000e+00       1.000084930379e-13       5.071107524774e-15       1.262988385985e-15 
  467       2.696438101411e-10       2.110940450814e-12      -1.067242611498e-11       0.000000000000e+00       9.926488156625e-14       4.939644391361e-15       1.248498756330e-15 
  468       2.710589683593e-10       2.085126217150e-12      -1.070840629695e-11       0.000000000000e+00       9.852764202724e-14       4.811164351855e-15       1.233998014308e-15 
  469       2.724778953500e-10       2.059277010272e-12      -1.073945617602e-11       0.000000000000e+00       9.779676156207e-14       4.685642104056e-15       1.219487238251e-15 
  470       2.739000121812e-10       2.033404004198e-12      -1.076559927633e-11       0.000000000000e+00       9.707222509983e-14       4.563051289029e-15       1.204967509964e-15 
  471       2.753247300965e-10       2.007518539573e-12      -1.078686033450e-11       0.000000000000e+00       9.635401534123e-14       4.443364484258e-15       1.190439914699e-15 
  472       2.767514504631e-10       1.981632124485e-12      -1.080326530755e-11       0.000000000000e+00       9.564211274232e-14       4.326553196781e-15       1.175905541134e-15 
  473       2.781795647202e-10       1.955756435275e-12      -1.081484138075e-11       0.000000000000e+00       9.493649549823e-14       4.212587856339e-15       1.161365481345e-15 
  474       2.796084543269e-10       1.929903317356e-12      -1.082161697546e-11       0.000000000000e+00       9.423713952685e-14       4.101437808517e-15       1.146820830784e-15 
  475       2.810374907104e-10       1.904084786024e-12      -1.082362175702e-11       0.000000000000e+00       9.354401845261e-14       3.993071307887e-15       1.132272688252e-15 
  476       2.824660352142e-10       1.878313027271e-12      -1.082088664260e-11       0.000000000000e+00       9.285710359017e-14       3.887455511154e-15       1.117722155877e-15 
  477       2.838934390459e-10       1.852600398602e-12      -1.081344380908e-11       0.000000000000e+00       9.217636392818e-14       3.784556470298e-15       1.103170339088e-15 
  478       2.853190432257e-10       1.826959429849e-12      -1.080132670089e-11       0.000000000000e+00       9.150176611296e-14       3.684339125716e-15       1.088618346591e-15 
  479       2.867421785346e-10       1.801402823982e-12      -1.078457003791e-11       0.000000000000e+00       9.083327443228e-14       3.586767299367e-15       1.074067290345e-15 
  480       2.881621654618e-10       1.775943457926e-12      -1.076320982329e-11       0.000000000000e+00       9.017085079905e-14       3.491803687917e-15       1.059518285536e-15 
  481       2.895783141538e-10       1.750594383372e-12      -1.073728335138e-11       0.000000000000e+00       8.951445473504e-14       3.399409855880e-15       1.044972450553e-15 
  482       2.909899243618e-10       1.725368827596e-12      -1.070682921550e-11       0.000000000000e+00       8.886404335465e-14       3.309546228761e-15       1.030430906965e-15 
  483       2.923962853900e-10       1.700280194267e-12      -1.067188731591e-11       0.000000000000e+00       8.821957134858e-14       3.222172086203e-15       1.015894779494e-15 
  484       2.937966760439e-10       1.675342064266e-12      -1.063249886759e-11       0.000000000000e+00       8.758099096761e-14       3.137245555128e-15       1.001365195994e-15 
  485       2.951903645782e-10       1.650568196496e-12      -1.058870640815e-11       0.000000000000e+00       8.694825200628e-14       3.054723602878e-15       9.868432874209e-16 
  486       2.965766086452e-10       1.625972528701e-12      -1.054055380569e-11       0.000000000000e+00       8.632130178666e-14       2.974562030366e-15       9.723301878144e-16 
  487       2.979546552426e-10       1.601569178275e-12      -1.048808626664e-11       0.000000000000e+00       8.570008514204e-14       2.896715465210e-15       9.578270342691e-16 
  488       2.993237406618e-10       1.577372443078e-12      -1.043135034366e-11       0.000000000000e+00       8.508454440066e-14       2.821137354885e-15       9.433349669116e-16 
  489       3.006830904359e-10       1.553396802252e-12      -1.037039394347e-11       0.000000000000e+00       8.447461936948e-14       2.747779959861e-15       9.288551288756e-16 
  490       3.020319192879e-10       1.529656917031e-12      -1.030526633474e-11       0.000000000000e+00       8.387024731783e-14       2.676594346747e-15       9.143886662778e-16 
  491       3.033694310790e-10       1.506167631560e-12      -1.023601815596e-11       0.000000000000e+00       8.327136296122e-14       2.607530381438e-15       8.999367281929e-16 
